title;artist;feeling
Every Little Thing She Does Is Magic;Police;Romantic
Walking In The Rain;Ronettes;Romantic
Just Like A Baby;Sly And The Family Stone;Romantic
Ooo Baby Baby;Smokey Robinson And The Miracles;Romantic
Keep On Movin;Soul Ii Soul;Romantic
What Love Has Joined Together;Syreeta;Romantic
Since I Lost My Baby;Temptations;Romantic
Trapped;2Pac;Rough
Bonita Applebum;A Tribe Called Quest;Rough
Dirty Deeds Done Dirt Cheap;Ac Dc;Rough
Prince Charming;Adam And The Ants;Rough
Dude Looks Like A Lady;Aerosmith;Rough
Elected;Alice Cooper;Rough
Boogie Woogie Bugle Boy;Andrews Sisters;Rough
Im Crying;Animals;Rough
Come To Daddy;Aphex Twin;Rough
Sweet Little Angel;B.B. King;Rough
King Harvest Has Surely Come;Band;Rough
Saturday Night;Bay City Rollers;Rough
I Get Around;Beach Boys;Rough
Stayin Alive;Bee Gees;Rough
Bug Powder Dust;Bomb The Bass;Rough
The Bridge Is Over;Boogie Down Productions;Rough
More Than A Feeling;Boston;Rough
Video Killed The Radio Star;Buggles;Rough
He War;Cat Power;Rough
Dream Police;Cheap Trick;Rough
Setting Sun;Chemical Brothers;Rough
Do You Love Me;Contours;Rough
Too Slow;Domased;Rough
Come On Home;Franz Ferdinand;Rough
I Will Survive;Gloria Gaynor;Rough
Heaven S The Place;Grayson Wray;Rough
Hate;Hybris;Rough
D B L;Ivilion;Rough
Jag S Rag;Jag;Rough
Immigrant Song;Led Zeppelin;Rough
Ray Of Light;Madonna;Rough
Who Can It Be Now;Men At Work;Rough
Knysnamushrooms;Mr Gelatine;Rough
I Have Been Floated;Olivia Tremor Control;Rough
Take California;Propellerheads;Rough
Last Depression;Skitzo;Rough
Behind The Wall Of Sleep;Smithereens;Rough
Laz 7 8;Solace;Rough
Crawlspace;Soulprint;Rough
Gangsters;Specials;Rough
Stay;Spinecar;Rough
Born To Be Wild;Steppenwolf;Rough
New World;Strawbs;Rough
Hold Me Thrill Me Kiss Me Kill Me;U2;Rough
Sister Havana;Urge Overkill;Rough
Aint Talkin Bout Love;Van Halen;Rough
Bargain;Who;Rough
Bust A Move;Young Mc;Rough
One Last Love Song;Beautiful South;Sad
He War;Cat Power;Sad
Mood Indigo;Charles Mingus;Sad
Speedway;Counting Crows;Sad
Walk On By;Dionne Warwick;Sad
Come Undone;Duran Duran;Sad
Torn;Natalie Imbruglia;Sad
Like White On Rice;Thursday Group;Sad
Come To Daddy;Aphex Twin;Sampler
Bug Powder Dust;Bomb The Bass;Sampler
Setting Sun;Chemical Brothers;Sampler
Come Undone;Duran Duran;Sampler
D B L;Ivilion;Sampler
Ray Of Light;Madonna;Sampler
Porcelain;Moby;Sampler
I Have Been Floated;Olivia Tremor Control;Sampler
Echoes;Pink Floyd;Sampler
Come To Daddy;Aphex Twin;Sequencer
Don T Look Back;Artemis;Sequencer
Where Its At;Beck;Sequencer
Too Slow;Domased;Sequencer
Chains Of Love;Erasure;Sequencer
D B L;Ivilion;Sequencer
Knysnamushrooms;Mr Gelatine;Sequencer
For You And I;10Cc;Slow
Bonita Applebum;A Tribe Called Quest;Slow
Tell It Like It Is;Aaron Neville;Slow
Jesus Hands;American Music Club;Slow
Don T Look Back;Artemis;Slow
One Last Love Song;Beautiful South;Slow
Survival;Beth Quist;Slow
Sometimes In Winter;Blood Sweat And Tears;Slow
Goodbye On A Beautiful Day;Burnshee Thornside;Slow
Mood Indigo;Charles Mingus;Slow
Speedway;Counting Crows;Slow
Walk On By;Dionne Warwick;Slow
Wonderful Tonight;Eric Clapton;Slow
Heaven S The Place;Grayson Wray;Slow
Hate;Hybris;Slow
Fire And Rain;James Taylor;Slow
Porcelain;Moby;Slow
Echoes;Pink Floyd;Slow
Sail Away;Randy Newman;Slow
Just Like A Baby;Sly And The Family Stone;Slow
Behind The Wall Of Sleep;Smithereens;Slow
Ooo Baby Baby;Smokey Robinson And The Miracles;Slow
Since I Lost My Baby;Temptations;Slow
For You And I;10Cc;Soft Rock
Caught Up In The Rapture;Anita Baker;Soft Rock
Saturday Night;Bay City Rollers;Soft Rock
Like Dylan In The Movies;Belle And Sebastian;Soft Rock
Come Undone;Duran Duran;Soft Rock
Torn;Natalie Imbruglia;Soft Rock
Being Boring;Pet Shop Boys;Soft Rock
Heres Where The Story Ends;Sundays;Soft Rock
Trapped;2Pac;Strong
Dirty Deeds Done Dirt Cheap;Ac Dc;Strong
Dude Looks Like A Lady;Aerosmith;Strong
Fallin;Alicia Keys;Strong
Im Crying;Animals;Strong
Where Its At;Beck;Strong
The Bridge Is Over;Boogie Down Productions;Strong
Dream Police;Cheap Trick;Strong
Speedway;Counting Crows;Strong
Torn;Natalie Imbruglia;Strong
Last Depression;Skitzo;Strong
Crawlspace;Soulprint;Strong
Bargain;Who;Strong
For You And I;10Cc;Studio Recording
Trapped;2Pac;Studio Recording
Bonita Applebum;A Tribe Called Quest;Studio Recording
Tell It Like It Is;Aaron Neville;Studio Recording
Dirty Deeds Done Dirt Cheap;Ac Dc;Studio Recording
Prince Charming;Adam And The Ants;Studio Recording
Dude Looks Like A Lady;Aerosmith;Studio Recording
Elected;Alice Cooper;Studio Recording
Fallin;Alicia Keys;Studio Recording
Jesus Hands;American Music Club;Studio Recording
Im Crying;Animals;Studio Recording
Caught Up In The Rapture;Anita Baker;Studio Recording
Wave;Antonio Carlos Jobim;Studio Recording
Come To Daddy;Aphex Twin;Studio Recording
Don T Look Back;Artemis;Studio Recording
Solid;Ashford And Simpson;Studio Recording
Sweet Little Angel;B.B. King;Studio Recording
King Harvest Has Surely Come;Band;Studio Recording
Cant Get Enough Of Your Love Babe;Barry White;Studio Recording
Saturday Night;Bay City Rollers;Studio Recording
I Get Around;Beach Boys;Studio Recording
One Last Love Song;Beautiful South;Studio Recording
Where Its At;Beck;Studio Recording
Stayin Alive;Bee Gees;Studio Recording
Survival;Beth Quist;Studio Recording
In The Street;Big Star;Studio Recording
Sometimes In Winter;Blood Sweat And Tears;Studio Recording
You Cant Judge A Book By Its Cover;Bo Diddley;Studio Recording
Bug Powder Dust;Bomb The Bass;Studio Recording
The Bridge Is Over;Boogie Down Productions;Studio Recording
More Than A Feeling;Boston;Studio Recording
Im A Slave For You;Britney Spears;Studio Recording
Video Killed The Radio Star;Buggles;Studio Recording
Goodbye On A Beautiful Day;Burnshee Thornside;Studio Recording
Wasnt Born To Follow;Byrds;Studio Recording
On The Road Again;Canned Heat;Studio Recording
Lovefool;Cardigans;Studio Recording
He War;Cat Power;Studio Recording
Mood Indigo;Charles Mingus;Studio Recording
Dream Police;Cheap Trick;Studio Recording
Setting Sun;Chemical Brothers;Studio Recording
Do You Love Me;Contours;Studio Recording
Speedway;Counting Crows;Studio Recording
Walk On By;Dionne Warwick;Studio Recording
Too Slow;Domased;Studio Recording
Come Undone;Duran Duran;Studio Recording
Chains Of Love;Erasure;Studio Recording
Wonderful Tonight;Eric Clapton;Studio Recording
Come On Home;Franz Ferdinand;Studio Recording
I Will Survive;Gloria Gaynor;Studio Recording
Heaven S The Place;Grayson Wray;Studio Recording
Hate;Hybris;Studio Recording
D B L;Ivilion;Studio Recording
Jag S Rag;Jag;Studio Recording
Fire And Rain;James Taylor;Studio Recording
Little L;Jamiroquai;Studio Recording
Peaceful Planet;Kourosh Zolani;Studio Recording
Immigrant Song;Led Zeppelin;Studio Recording
Ray Of Light;Madonna;Studio Recording
Who Can It Be Now;Men At Work;Studio Recording
Porcelain;Moby;Studio Recording
Knysnamushrooms;Mr Gelatine;Studio Recording
Torn;Natalie Imbruglia;Studio Recording
Where Youll Find Me Now;Neutral Milk Hotel;Studio Recording
I Have Been Floated;Olivia Tremor Control;Studio Recording
Being Boring;Pet Shop Boys;Studio Recording
Echoes;Pink Floyd;Studio Recording
Every Little Thing She Does Is Magic;Police;Studio Recording
Take California;Propellerheads;Studio Recording
Sail Away;Randy Newman;Studio Recording
Walking In The Rain;Ronettes;Studio Recording
No Mans Woman;Sinad Oconnor;Studio Recording
Last Depression;Skitzo;Studio Recording
Just Like A Baby;Sly And The Family Stone;Studio Recording
Behind The Wall Of Sleep;Smithereens;Studio Recording
Ooo Baby Baby;Smokey Robinson And The Miracles;Studio Recording
Laz 7 8;Solace;Studio Recording
Strode Rode;Sonny Rollins;Studio Recording
Keep On Movin;Soul Ii Soul;Studio Recording
Crawlspace;Soulprint;Studio Recording
Gangsters;Specials;Studio Recording
Stay;Spinecar;Studio Recording
Born To Be Wild;Steppenwolf;Studio Recording
Golden Brown;Stranglers;Studio Recording
New World;Strawbs;Studio Recording
Heres Where The Story Ends;Sundays;Studio Recording
What Love Has Joined Together;Syreeta;Studio Recording
Since I Lost My Baby;Temptations;Studio Recording
Hold Me Thrill Me Kiss Me Kill Me;U2;Studio Recording
Sister Havana;Urge Overkill;Studio Recording
Aint Talkin Bout Love;Van Halen;Studio Recording
Bargain;Who;Studio Recording
Bust A Move;Young Mc;Studio Recording
Beechwood Park;Zombies;Studio Recording
Cant Get Enough Of Your Love Babe;Barry White;Studying
Ray Of Light;Madonna;Studying
Beechwood Park;Zombies;Studying
For You And I;10Cc;Synthesized
Trapped;2Pac;Synthesized
Bonita Applebum;A Tribe Called Quest;Synthesized
Im Crying;Animals;Synthesized
Caught Up In The Rapture;Anita Baker;Synthesized
Wave;Antonio Carlos Jobim;Synthesized
Come To Daddy;Aphex Twin;Synthesized
Don T Look Back;Artemis;Synthesized
Where Its At;Beck;Synthesized
Stayin Alive;Bee Gees;Synthesized
Survival;Beth Quist;Synthesized
Bug Powder Dust;Bomb The Bass;Synthesized
Im A Slave For You;Britney Spears;Synthesized
Video Killed The Radio Star;Buggles;Synthesized
Lovefool;Cardigans;Synthesized
Dream Police;Cheap Trick;Synthesized
Setting Sun;Chemical Brothers;Synthesized
Too Slow;Domased;Synthesized
Come Undone;Duran Duran;Synthesized
Chains Of Love;Erasure;Synthesized
Come On Home;Franz Ferdinand;Synthesized
I Will Survive;Gloria Gaynor;Synthesized
Heaven S The Place;Grayson Wray;Synthesized
D B L;Ivilion;Synthesized
Little L;Jamiroquai;Synthesized
Ray Of Light;Madonna;Synthesized
Porcelain;Moby;Synthesized
Knysnamushrooms;Mr Gelatine;Synthesized
Torn;Natalie Imbruglia;Synthesized
Where Youll Find Me Now;Neutral Milk Hotel;Synthesized
I Have Been Floated;Olivia Tremor Control;Synthesized
Being Boring;Pet Shop Boys;Synthesized
Every Little Thing She Does Is Magic;Police;Synthesized
Take California;Propellerheads;Synthesized
Walking In The Rain;Ronettes;Synthesized
Keep On Movin;Soul Ii Soul;Synthesized
Gangsters;Specials;Synthesized
Golden Brown;Stranglers;Synthesized
Hold Me Thrill Me Kiss Me Kill Me;U2;Synthesized
Bust A Move;Young Mc;Synthesized
For You And I;10Cc;Synthesizer
Trapped;2Pac;Synthesizer
Don T Look Back;Artemis;Synthesizer
Where Its At;Beck;Synthesizer
Stayin Alive;Bee Gees;Synthesizer
Bug Powder Dust;Bomb The Bass;Synthesizer
Video Killed The Radio Star;Buggles;Synthesizer
On The Road Again;Canned Heat;Synthesizer
Dream Police;Cheap Trick;Synthesizer
Come Undone;Duran Duran;Synthesizer
Chains Of Love;Erasure;Synthesizer
Come On Home;Franz Ferdinand;Synthesizer
Heaven S The Place;Grayson Wray;Synthesizer
Hate;Hybris;Synthesizer
Little L;Jamiroquai;Synthesizer
Ray Of Light;Madonna;Synthesizer
Knysnamushrooms;Mr Gelatine;Synthesizer
Torn;Natalie Imbruglia;Synthesizer
Where Youll Find Me Now;Neutral Milk Hotel;Synthesizer
I Have Been Floated;Olivia Tremor Control;Synthesizer
Being Boring;Pet Shop Boys;Synthesizer
Echoes;Pink Floyd;Synthesizer
Every Little Thing She Does Is Magic;Police;Synthesizer
Take California;Propellerheads;Synthesizer
Golden Brown;Stranglers;Synthesizer
For You And I;10Cc;Tender
Tell It Like It Is;Aaron Neville;Tender
Fallin;Alicia Keys;Tender
Caught Up In The Rapture;Anita Baker;Tender
Wave;Antonio Carlos Jobim;Tender
Alices Restaurant Massacree;Arlo Guthrie;Tender
Don T Look Back;Artemis;Tender
One Last Love Song;Beautiful South;Tender
Sometimes In Winter;Blood Sweat And Tears;Tender
Goodbye On A Beautiful Day;Burnshee Thornside;Tender
Mood Indigo;Charles Mingus;Tender
Catch The Wind;Donovan;Tender
Come Undone;Duran Duran;Tender
Wonderful Tonight;Eric Clapton;Tender
Fire And Rain;James Taylor;Tender
Porcelain;Moby;Tender
Walking In The Rain;Ronettes;Tender
Just Like A Baby;Sly And The Family Stone;Tender
Keep On Movin;Soul Ii Soul;Tender
Heres Where The Story Ends;Sundays;Tender
What Love Has Joined Together;Syreeta;Tender
Since I Lost My Baby;Temptations;Tender
Beechwood Park;Zombies;Tender
For You And I;10Cc;Touching
Fallin;Alicia Keys;Touching
Caught Up In The Rapture;Anita Baker;Touching
Wave;Antonio Carlos Jobim;Touching
Solid;Ashford And Simpson;Touching
Cant Get Enough Of Your Love Babe;Barry White;Touching
Sometimes In Winter;Blood Sweat And Tears;Touching
Goodbye On A Beautiful Day;Burnshee Thornside;Touching
Teach Your Children;Crosby Stills Nash And Young;Touching
Walk On By;Dionne Warwick;Touching
Wonderful Tonight;Eric Clapton;Touching
Fire And Rain;James Taylor;Touching
Every Little Thing She Does Is Magic;Police;Touching
Walking In The Rain;Ronettes;Touching
Keep On Movin;Soul Ii Soul;Touching
What Love Has Joined Together;Syreeta;Touching
Since I Lost My Baby;Temptations;Touching
Prince Charming;Adam And The Ants;Undanceable
Elected;Alice Cooper;Undanceable
Fallin;Alicia Keys;Undanceable
Jesus Hands;American Music Club;Undanceable
Alices Restaurant Massacree;Arlo Guthrie;Undanceable
Solid;Ashford And Simpson;Undanceable
Sweet Little Angel;B.B. King;Undanceable
Cant Get Enough Of Your Love Babe;Barry White;Undanceable
Like Dylan In The Movies;Belle And Sebastian;Undanceable
Survival;Beth Quist;Undanceable
Sometimes In Winter;Blood Sweat And Tears;Undanceable
The Bridge Is Over;Boogie Down Productions;Undanceable
More Than A Feeling;Boston;Undanceable
Goodbye On A Beautiful Day;Burnshee Thornside;Undanceable
Wasnt Born To Follow;Byrds;Undanceable
On The Road Again;Canned Heat;Undanceable
He War;Cat Power;Undanceable
Mood Indigo;Charles Mingus;Undanceable
Speedway;Counting Crows;Undanceable
Teach Your Children;Crosby Stills Nash And Young;Undanceable
Walk On By;Dionne Warwick;Undanceable
Too Slow;Domased;Undanceable
Catch The Wind;Donovan;Undanceable
Heaven S The Place;Grayson Wray;Undanceable
Hate;Hybris;Undanceable
D B L;Ivilion;Undanceable
Jag S Rag;Jag;Undanceable
Fire And Rain;James Taylor;Undanceable
Peaceful Planet;Kourosh Zolani;Undanceable
Immigrant Song;Led Zeppelin;Undanceable
Who Can It Be Now;Men At Work;Undanceable
Knysnamushrooms;Mr Gelatine;Undanceable
Where Youll Find Me Now;Neutral Milk Hotel;Undanceable
I Have Been Floated;Olivia Tremor Control;Undanceable
Being Boring;Pet Shop Boys;Undanceable
Echoes;Pink Floyd;Undanceable
Sail Away;Randy Newman;Undanceable
No Mans Woman;Sinad Oconnor;Undanceable
Last Depression;Skitzo;Undanceable
Keep On Movin;Soul Ii Soul;Undanceable
Crawlspace;Soulprint;Undanceable
Stay;Spinecar;Undanceable
Born To Be Wild;Steppenwolf;Undanceable
Golden Brown;Stranglers;Undanceable
New World;Strawbs;Undanceable
Heres Where The Story Ends;Sundays;Undanceable
What Love Has Joined Together;Syreeta;Undanceable
Hold Me Thrill Me Kiss Me Kill Me;U2;Undanceable
Aint Talkin Bout Love;Van Halen;Undanceable
Bargain;Who;Undanceable
Beechwood Park;Zombies;Undanceable
Trapped;2Pac;Unpleasant
Prince Charming;Adam And The Ants;Unpleasant
Dude Looks Like A Lady;Aerosmith;Unpleasant
Elected;Alice Cooper;Unpleasant
Come To Daddy;Aphex Twin;Unpleasant
Survival;Beth Quist;Unpleasant
More Than A Feeling;Boston;Unpleasant
Wasnt Born To Follow;Byrds;Unpleasant
He War;Cat Power;Unpleasant
Setting Sun;Chemical Brothers;Unpleasant
Too Slow;Domased;Unpleasant
Hate;Hybris;Unpleasant
D B L;Ivilion;Unpleasant
Last Depression;Skitzo;Unpleasant
Stay;Spinecar;Unpleasant
Aint Talkin Bout Love;Van Halen;Unpleasant
Trapped;2Pac;Unromantic
Bonita Applebum;A Tribe Called Quest;Unromantic
Dirty Deeds Done Dirt Cheap;Ac Dc;Unromantic
Prince Charming;Adam And The Ants;Unromantic
Dude Looks Like A Lady;Aerosmith;Unromantic
Elected;Alice Cooper;Unromantic
Im Crying;Animals;Unromantic
Come To Daddy;Aphex Twin;Unromantic
Alices Restaurant Massacree;Arlo Guthrie;Unromantic
Don T Look Back;Artemis;Unromantic
Saturday Night;Bay City Rollers;Unromantic
I Get Around;Beach Boys;Unromantic
Where Its At;Beck;Unromantic
Like Dylan In The Movies;Belle And Sebastian;Unromantic
Survival;Beth Quist;Unromantic
In The Street;Big Star;Unromantic
You Cant Judge A Book By Its Cover;Bo Diddley;Unromantic
Bug Powder Dust;Bomb The Bass;Unromantic
The Bridge Is Over;Boogie Down Productions;Unromantic
Video Killed The Radio Star;Buggles;Unromantic
On The Road Again;Canned Heat;Unromantic
He War;Cat Power;Unromantic
Dream Police;Cheap Trick;Unromantic
Setting Sun;Chemical Brothers;Unromantic
Speedway;Counting Crows;Unromantic
Teach Your Children;Crosby Stills Nash And Young;Unromantic
Too Slow;Domased;Unromantic
Come On Home;Franz Ferdinand;Unromantic
Hate;Hybris;Unromantic
D B L;Ivilion;Unromantic
Jag S Rag;Jag;Unromantic
Peaceful Planet;Kourosh Zolani;Unromantic
Immigrant Song;Led Zeppelin;Unromantic
Ray Of Light;Madonna;Unromantic
Knysnamushrooms;Mr Gelatine;Unromantic
I Have Been Floated;Olivia Tremor Control;Unromantic
Echoes;Pink Floyd;Unromantic
Take California;Propellerheads;Unromantic
Last Depression;Skitzo;Unromantic
Laz 7 8;Solace;Unromantic
Strode Rode;Sonny Rollins;Unromantic
Crawlspace;Soulprint;Unromantic
Gangsters;Specials;Unromantic
Stay;Spinecar;Unromantic
Born To Be Wild;Steppenwolf;Unromantic
Golden Brown;Stranglers;Unromantic
New World;Strawbs;Unromantic
Heres Where The Story Ends;Sundays;Unromantic
Like White On Rice;Thursday Group;Unromantic
Hold Me Thrill Me Kiss Me Kill Me;U2;Unromantic
Sister Havana;Urge Overkill;Unromantic
Aint Talkin Bout Love;Van Halen;Unromantic
Bargain;Who;Unromantic
Trapped;2Pac;Uptight
Tell It Like It Is;Aaron Neville;Uptight
Dirty Deeds Done Dirt Cheap;Ac Dc;Uptight
Prince Charming;Adam And The Ants;Uptight
Dude Looks Like A Lady;Aerosmith;Uptight
Elected;Alice Cooper;Uptight
Im Crying;Animals;Uptight
Come To Daddy;Aphex Twin;Uptight
Bug Powder Dust;Bomb The Bass;Uptight
The Bridge Is Over;Boogie Down Productions;Uptight
More Than A Feeling;Boston;Uptight
Im A Slave For You;Britney Spears;Uptight
Setting Sun;Chemical Brothers;Uptight
Do You Love Me;Contours;Uptight
Chains Of Love;Erasure;Uptight
Come On Home;Franz Ferdinand;Uptight
I Will Survive;Gloria Gaynor;Uptight
Hate;Hybris;Uptight
D B L;Ivilion;Uptight
Little L;Jamiroquai;Uptight
Immigrant Song;Led Zeppelin;Uptight
Ray Of Light;Madonna;Uptight
Where Youll Find Me Now;Neutral Milk Hotel;Uptight
Take California;Propellerheads;Uptight
No Mans Woman;Sinad Oconnor;Uptight
Last Depression;Skitzo;Uptight
Behind The Wall Of Sleep;Smithereens;Uptight
Crawlspace;Soulprint;Uptight
Born To Be Wild;Steppenwolf;Uptight
New World;Strawbs;Uptight
Like White On Rice;Thursday Group;Uptight
Hold Me Thrill Me Kiss Me Kill Me;U2;Uptight
Sister Havana;Urge Overkill;Uptight
Aint Talkin Bout Love;Van Halen;Uptight
Bust A Move;Young Mc;Uptight
Trapped;2Pac;Vocal Harmonies
Fallin;Alicia Keys;Vocal Harmonies
Im Crying;Animals;Vocal Harmonies
Survival;Beth Quist;Vocal Harmonies
He War;Cat Power;Vocal Harmonies
Dream Police;Cheap Trick;Vocal Harmonies
Wonderful Tonight;Eric Clapton;Vocal Harmonies
Just Like A Baby;Sly And The Family Stone;Vocal Harmonies
Ooo Baby Baby;Smokey Robinson And The Miracles;Vocal Harmonies
Since I Lost My Baby;Temptations;Vocal Harmonies
Beechwood Park;Zombies;Vocal Harmonies
Bonita Applebum;A Tribe Called Quest;Weak
Jesus Hands;American Music Club;Weak
Alices Restaurant Massacree;Arlo Guthrie;Weak
Sweet Little Angel;B.B. King;Weak
One Last Love Song;Beautiful South;Weak
Like Dylan In The Movies;Belle And Sebastian;Weak
Survival;Beth Quist;Weak
Wasnt Born To Follow;Byrds;Weak
On The Road Again;Canned Heat;Weak
Mood Indigo;Charles Mingus;Weak
Walk On By;Dionne Warwick;Weak
Catch The Wind;Donovan;Weak
Wonderful Tonight;Eric Clapton;Weak
Jag S Rag;Jag;Weak
Peaceful Planet;Kourosh Zolani;Weak
Gangsters;Specials;Weak
Heres Where The Story Ends;Sundays;Weak
